SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,revenue_at_risk
0,2,97.1,184.15,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7944257520124304,77.13874052040698
1,35,99.05,3554.6,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7943278155710043,78.67817013230797
0,5,104.1,541.9,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.7940867332217555,82.66442892838474
1,8,80.45,583.45,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.7940466044415936,63.8810493273262
1,4,72.75,317.75,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7939988795485974,57.76341848716046
0,22,88.75,1885.15,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.7939896339634354,70.46658001425489
0,16,94.65,1461.15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.793979583575145,75.15016758538748
0,8,74.6,548.9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.793831633749573,59.219839877718144
1,24,102.95,2496.7,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.7937057873428922,81.71201080695076
0,18,88.35,1639.3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.7936033340272469,70.11485456130725
1,27,101.25,2754.45,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7933518668847584,80.32687652208179
1,43,103.0,4414.3,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7932535909882114,81.70511987178577
0,1,74.6,74.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7932174168159566,59.174019294470355
1,32,79.5,2665.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7932040845418072,63.05972472107368
0,4,80.3,324.2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7929480797011799,63.67373080000474
0,10,75.75,777.3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7929347597044715,60.06480804761372
0,2,91.15,168.5,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7929215143073861,72.27479602911825
0,33,83.35,2757.85,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7927785920359651,66.0780956461977
0,12,49.85,617.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.7927017130278426,39.51618039443796
0,2,71.3,157.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7925982996919315,56.51225876803471
0,13,96.65,1162.85,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0.7925313438179579,76.59815438000564
0,20,89.0,1820.45,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.7923886631476994,70.52259102014524
0,3,55.3,196.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7923015964261796,43.81427828236773
0,41,106.3,4443.45,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7920173304484618,84.19144222667148
0,24,89.55,2259.35,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.7919224513325552,70.91665551683032
0,42,94.2,4186.3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7917696506690663,74.58470109302606
1,14,80.35,1058.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7916775000393967,63.61128712816552
1,38,99.55,3734.25,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.7915916265600637,78.80294642405434
0,10,104.4,1081.45,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7915489576622792,82.63771117994195
0,22,89.25,1907.85,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7915433018367777,70.6452396889324
0,25,95.15,2395.7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.7915069485205942,75.31188615173454
1,50,95.7,4816.7,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7914149548879208,75.73841118277402
1,33,110.45,3655.45,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0.7914017076027944,87.41031860472864
0,29,89.2,2698.35,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.7912802289819517,70.58219642519009
0,21,99.85,1992.55,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.7912496871578794,79.00628126271425
0,6,109.9,669.45,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0.7909075338220168,86.92073796703966
1,46,104.45,4863.85,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7908419130503983,82.6034378181141
1,4,25.2,102.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7908008839895838,19.928182276537513
0,14,46.35,667.7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.790755273345362,36.65150691955753
0,5,70.05,346.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.790752534694416,55.39221505534384
0,9,79.9,741.7,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7903501014433735,63.148973105325545
0,2,75.7,189.2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7903397612470339,59.82871992640047
1,15,74.45,1145.7,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7903213027442102,58.839420989306454
0,9,75.2,633.85,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7901712008811409,59.4208743062618
0,2,24.5,46.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7899774617519533,19.354447812922857
0,2,79.85,152.45,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.7899299980018432,63.07591034044717
0,9,81.15,784.45,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7899260421075388,64.10249831702677
0,18,99.85,1776.95,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7898344179376808,78.86496663107742
0,12,89.75,1052.4,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7895514784630923,70.86224519206253
1,12,73.3,828.05,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7895306771791776,57.872598637233715
0,21,73.7,1558.7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7894058415937563,58.17921052545984
1,26,105.75,2710.25,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7893880603024862,83.47778737698792
0,3,70.3,220.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7889019249356656,55.45980532297729
0,2,69.8,134.7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7888945220705097,55.064837640521574
0,2,30.9,59.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7887696991879075,24.372983704906343
1,31,90.7,2845.15,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7883138660285027,71.5000676487852
1,8,74.05,600.15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7882827062242677,58.37233439590702
0,1,75.8,75.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7882275854287935,59.747650975502545
0,1,50.1,50.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7881873451473205,39.488185991880755
1,7,44.4,265.8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.7880783651818265,34.99067941407309
1,27,75.5,1893.95,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7880434212256804,59.49727830253887
0,24,99.65,2404.85,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.7880105272677255,78.52524904222885
0,7,24.7,149.05,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7879310602695853,19.461897188658757
0,3,74.55,233.65,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.787923037678984,58.739662458968255
1,37,85.7,3171.15,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7876389310236906,67.50065638873029
0,9,95.9,827.45,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7875602418008606,75.52702718870253
0,6,99.95,547.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0.7874766184778325,78.70828801685936
0,13,94.1,1215.6,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.787435347542888,74.09766620378576
0,8,66.25,546.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7873625236140435,52.162767189430376
0,25,95.9,2448.75,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.787225837680611,75.49495783357061
1,16,74.45,1261.35,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7871876321283371,58.6061192119547
0,3,69.6,207.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7870517579988746,54.77880235672167
0,47,100.5,4707.1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7870326854295591,79.09678488567069
0,1,25.15,25.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.78698176323075,19.79259134525336
0,1,25.1,25.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7868903907922826,19.750948808886296
1,24,80.5,2088.45,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.786815461295016,63.33864463424879
0,1,24.9,24.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7865246152844388,19.584462920582528
0,12,84.5,916.9,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7863828092961377,66.44934738552364
0,18,90.7,1597.25,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.7863827095294764,71.32491175432351
1,21,69.1,1474.75,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7862555392595095,54.330257762832105
1,38,94.75,3653.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7861654828322087,74.48917949835177
0,4,90.65,367.95,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7861578019351931,71.26520474542527
0,1,69.1,69.1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7858746542943613,54.303938611740364
0,14,90.9,1259.0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7858090157414858,71.43003953090106
0,34,100.85,3527.3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.785780555729243,79.24596904529415
0,1,74.35,74.35,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7855775080084787,58.40768772043039
0,2,42.6,72.4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7855115960986487,33.462793993802435
0,10,74.15,811.8,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7854569621180914,58.241633741056475
1,19,87.3,1637.3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7849878920633755,68.52944297713267
0,21,90.05,1862.9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.7849090913625711,70.68106367719953
0,28,80.6,2244.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7843533992779671,63.21888398180415
0,4,70.05,266.9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7842842980600863,54.93911507910904
0,9,24.95,190.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7840894483174061,19.56303173551928
0,17,83.55,1329.15,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7839725147650923,65.50090360862346
1,15,74.4,1074.3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7839567383759479,58.32638133517053
1,27,78.05,2135.5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7838082430303371,61.17623336851781
0,3,40.15,130.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.7837388950879043,31.467116637779355
0,43,101.4,4528.0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7837224782959848,79.46945929921287
0,23,98.7,2249.1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.783697713581192,77.35096433046365
1,33,100.6,3270.25,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.7836557981049301,78.83577328935597
0,3,74.75,238.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7836467306642941,58.577593117155985
1,14,90.45,1266.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.7836196062684865,70.8783933869846
1,17,76.45,1233.4,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7836139103338028,59.907283445019225
0,18,80.65,1451.9,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7835967335243839,63.197076558741564
0,13,49.15,649.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7835667032412935,38.512303464309575
0,5,85.3,420.45,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.7835117255388359,66.8335501884627
0,39,103.45,3994.45,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7834491817863068,81.04781785579344
0,22,83.05,1799.3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7832312092294699,65.04735192650747
0,3,25.25,58.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7831079720416014,19.773476294050436
1,8,69.95,562.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7828133053212271,54.75779070721983
0,7,69.2,477.55,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7827852898169443,54.168742055332544
0,13,48.75,633.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.7827516679691121,38.15914381349422
0,1,50.45,50.45,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7824880622614232,39.4765227410888
0,1,70.65,70.65,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7823656945077424,55.274136316972005
0,1,54.65,54.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7823507059257767,42.755466078843696
0,2,80.45,137.1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7823370965319262,62.939019415993464
0,5,64.0,370.25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7823136803967082,50.06807554538933
0,30,94.05,2866.45,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.782213747914447,73.56720299135374
0,29,98.6,2933.2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.7821273852598929,77.11776018662543
0,1,50.15,50.15,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7819310319133487,39.213841250454436
0,3,99.0,287.4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.7817645666835901,77.39469210167542
1,11,75.2,775.3,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7815169126624135,58.770071832213496
0,17,70.0,1144.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7813591321938577,54.695139253570034
0,11,74.55,824.75,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7813257857573045,58.24783732820705
0,23,81.0,1917.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7813185781533938,63.2868048304249
0,22,50.6,1073.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7813158635468245,39.53458269546932
0,23,74.95,1710.45,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7811454960670989,58.54685493022907
0,42,101.75,4273.45,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7811365144070285,79.48064034091514
0,1,69.9,69.9,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7809706263679572,54.589846783120215
0,2,49.4,106.55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7807472331848249,38.56891331933035
0,31,94.5,2979.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7806485660023187,73.77128948721912
0,31,101.4,3143.65,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7803436336244837,79.12684444952265
0,6,94.05,518.75,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.780306701961349,73.38784531946487
0,4,55.9,238.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7802425114380541,43.61555638938722
0,13,96.65,1244.5,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7800177392988437,75.38871450323325
0,1,35.05,35.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.779660471938616,27.327099541448487
0,7,69.85,515.45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7795545824860344,54.4518875866495
0,3,29.9,92.25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.779475726937576,23.30632423543352
1,32,90.95,2897.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7794503360548931,70.89100806419253
0,17,70.8,1207.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7793668590215903,55.17917361872859
0,18,71.1,1247.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7793390166794129,55.41100408590625
0,16,49.95,810.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.7793201177269466,38.92703988046099
0,1,24.45,24.45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7792970138119398,19.053811987701927
0,7,78.55,522.95,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7792887780305765,61.21313351430178
0,23,44.95,996.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.7791409221084803,35.022384448776194
1,15,74.2,1133.9,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7790542210157677,57.80582319936997
0,21,82.35,1852.85,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.779016681896629,64.1520237541874
0,14,80.9,1152.8,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7790164877036788,63.02243385522762
0,4,74.8,321.9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7790001219453734,58.269209121513924
0,26,83.75,2070.6,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7789504644049839,65.2371013939174
0,2,100.2,198.5,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7787621997962069,78.03197241957993
0,21,104.4,2157.95,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7785849650778286,81.28427035412531
1,39,95.65,3759.05,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.7783975337074156,74.45372409911431
1,1,70.85,70.85,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7783453362911853,55.14576707623048
1,17,82.65,1470.05,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.7782999353237312,64.32648965450639
0,41,104.7,4346.4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7782218006251447,81.47982252545265
1,10,34.55,362.6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7782171315288259,26.88740189432093
0,31,91.15,2995.45,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7781469246950188,70.92809218595097
1,1,74.7,74.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7780126869543554,58.11754771549035
0,22,90.0,1993.8,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.7780008803485176,70.02007923136658
1,7,94.7,673.1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.7779873965205166,73.67540645049293
0,3,74.4,215.8,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777731700662952,57.86323852932364
0,12,79.8,1001.2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7775283508760468,62.04676239990853
